event_dt,campaign_id,channel,contact_id,persona,subject,opened,clicked,unsubscribed
2025-08-10,CMP-02,email,709,Loyal Advocate,Unlock your time-saving workflows today,1,0,0
2025-08-10,CMP-02,email,913,Busy Buyer,Because you’re into insider access,0,0,0
2025-08-10,CMP-02,email,1105,Loyal Advocate,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,61,Loyal Advocate,Because you’re into smarter decisions,0,0,0
2025-08-10,CMP-02,email,1094,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,947,Busy Buyer,Because you’re into faster onboarding,0,0,0
2025-08-10,CMP-02,email,260,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,549,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,995,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,1072,Loyal Advocate,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,943,Value Seeker,Unlock your exclusive savings today,0,0,0
2025-08-10,CMP-02,email,1104,Loyal Advocate,Because you’re into time-saving workflows,1,0,0
2025-08-10,CMP-02,email,766,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-10,CMP-02,email,1194,Busy Buyer,Unlock your time-saving workflows today,1,0,0
2025-08-10,CMP-02,email,606,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,160,Value Seeker,Unlock your insider access today,0,0,0
2025-08-10,CMP-02,email,981,Value Seeker,Smarter insider access starts here,0,0,0
2025-08-10,CMP-02,email,1171,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,513,Value Seeker,Because you’re into faster onboarding,1,0,0
2025-08-10,CMP-02,email,100,Loyal Advocate,We picked these just for you,1,0,0
2025-08-10,CMP-02,email,312,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,859,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,213,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,441,Loyal Advocate,We picked these just for you,1,0,0
2025-08-10,CMP-02,email,866,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-10,CMP-02,email,310,Skeptical Researcher,Smarter smarter decisions starts here,0,0,0
2025-08-10,CMP-02,email,1179,Loyal Advocate,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,89,Skeptical Researcher,"Skeptical Researcher, your weekly insider brief",1,0,0
2025-08-10,CMP-02,email,234,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,229,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,297,Busy Buyer,Unlock your insider access today,0,0,0
2025-08-10,CMP-02,email,722,Loyal Advocate,Because you’re into smarter decisions,1,0,0
2025-08-10,CMP-02,email,626,Busy Buyer,"Busy Buyer, your weekly insider brief",1,0,0
2025-08-10,CMP-02,email,874,Busy Buyer,Unlock your time-saving workflows today,0,0,0
2025-08-10,CMP-02,email,215,Busy Buyer,We picked these just for you,1,0,0
2025-08-10,CMP-02,email,389,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,768,Skeptical Researcher,Unlock your faster onboarding today,0,0,0
2025-08-10,CMP-02,email,390,Skeptical Researcher,"Skeptical Researcher, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,256,Busy Buyer,Smarter smarter decisions starts here,1,0,0
2025-08-10,CMP-02,email,22,Value Seeker,Unlock your time-saving workflows today,0,0,0
2025-08-10,CMP-02,email,636,Busy Buyer,Because you’re into insider access,1,1,0
2025-08-10,CMP-02,email,881,Busy Buyer,Smarter smarter decisions starts here,0,0,0
2025-08-10,CMP-02,email,669,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-10,CMP-02,email,1170,Loyal Advocate,Smarter faster onboarding starts here,0,0,0
2025-08-10,CMP-02,email,933,Value Seeker,Unlock your time-saving workflows today,0,0,0
2025-08-10,CMP-02,email,806,Value Seeker,Because you’re into exclusive savings,0,0,0
2025-08-10,CMP-02,email,28,Busy Buyer,Because you’re into exclusive savings,0,0,0
2025-08-10,CMP-02,email,898,Skeptical Researcher,Smarter faster onboarding starts here,0,0,0
2025-08-10,CMP-02,email,833,Busy Buyer,"Busy Buyer, your weekly insider brief",1,0,0
2025-08-10,CMP-02,email,110,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,445,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,746,Busy Buyer,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,808,Busy Buyer,We picked these just for you,1,0,0
2025-08-10,CMP-02,email,278,Skeptical Researcher,Because you’re into exclusive savings,1,0,0
2025-08-10,CMP-02,email,1153,Value Seeker,Because you’re into insider access,1,0,0
2025-08-10,CMP-02,email,454,Loyal Advocate,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,263,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,555,Busy Buyer,Because you’re into insider access,0,0,0
2025-08-10,CMP-02,email,1085,Busy Buyer,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,464,Loyal Advocate,"Loyal Advocate, your weekly insider brief",1,0,0
2025-08-10,CMP-02,email,1185,Busy Buyer,Unlock your insider access today,0,0,0
2025-08-10,CMP-02,email,188,Busy Buyer,Because you’re into insider access,0,0,0
2025-08-10,CMP-02,email,1168,Loyal Advocate,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,843,Value Seeker,Unlock your exclusive savings today,0,0,0
2025-08-10,CMP-02,email,1186,Busy Buyer,Unlock your time-saving workflows today,1,0,0
2025-08-10,CMP-02,email,600,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,285,Value Seeker,Unlock your smarter decisions today,1,0,0
2025-08-10,CMP-02,email,1015,Loyal Advocate,"Loyal Advocate, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,17,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,221,Loyal Advocate,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,488,Busy Buyer,Smarter smarter decisions starts here,1,0,0
2025-08-10,CMP-02,email,905,Value Seeker,Smarter time-saving workflows starts here,1,0,0
2025-08-10,CMP-02,email,444,Skeptical Researcher,A quick tip for Skeptical Researcher,0,0,0
2025-08-10,CMP-02,email,65,Loyal Advocate,We picked these just for you,1,0,0
2025-08-10,CMP-02,email,484,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-10,CMP-02,email,417,Busy Buyer,Unlock your time-saving workflows today,0,0,0
2025-08-10,CMP-02,email,1189,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,397,Busy Buyer,Because you’re into smarter decisions,0,0,0
2025-08-10,CMP-02,email,657,Value Seeker,Unlock your time-saving workflows today,0,0,0
2025-08-10,CMP-02,email,697,Skeptical Researcher,"Skeptical Researcher, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,586,Skeptical Researcher,"Skeptical Researcher, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,396,Value Seeker,Smarter insider access starts here,0,0,0
2025-08-10,CMP-02,email,1114,Loyal Advocate,Unlock your faster onboarding today,0,0,0
2025-08-10,CMP-02,email,391,Skeptical Researcher,Smarter smarter decisions starts here,0,0,0
2025-08-10,CMP-02,email,1075,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,828,Skeptical Researcher,Because you’re into insider access,0,0,0
2025-08-10,CMP-02,email,428,Busy Buyer,Smarter exclusive savings starts here,1,0,0
2025-08-10,CMP-02,email,618,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-10,CMP-02,email,653,Value Seeker,Unlock your time-saving workflows today,0,0,0
2025-08-10,CMP-02,email,502,Value Seeker,Smarter smarter decisions starts here,0,0,0
2025-08-10,CMP-02,email,735,Busy Buyer,Smarter time-saving workflows starts here,0,0,0
2025-08-10,CMP-02,email,298,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,193,Loyal Advocate,Smarter time-saving workflows starts here,0,0,0
2025-08-10,CMP-02,email,989,Busy Buyer,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,147,Value Seeker,Unlock your insider access today,0,0,0
2025-08-10,CMP-02,email,894,Busy Buyer,Because you’re into smarter decisions,0,0,0
2025-08-10,CMP-02,email,712,Busy Buyer,Smarter insider access starts here,0,0,0
2025-08-10,CMP-02,email,711,Skeptical Researcher,"Skeptical Researcher, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,1166,Value Seeker,Smarter insider access starts here,1,0,0
2025-08-10,CMP-02,email,935,Value Seeker,Smarter smarter decisions starts here,0,0,0
2025-08-10,CMP-02,email,490,Loyal Advocate,Unlock your insider access today,0,0,0
2025-08-10,CMP-02,email,452,Busy Buyer,Because you’re into exclusive savings,0,0,0
2025-08-10,CMP-02,email,1082,Loyal Advocate,"Loyal Advocate, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,1144,Loyal Advocate,Unlock your exclusive savings today,1,0,0
2025-08-10,CMP-02,email,352,Skeptical Researcher,Smarter faster onboarding starts here,0,0,0
2025-08-10,CMP-02,email,168,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,326,Busy Buyer,Unlock your time-saving workflows today,0,0,0
2025-08-10,CMP-02,email,97,Busy Buyer,Because you’re into exclusive savings,0,0,0
2025-08-10,CMP-02,email,910,Value Seeker,Unlock your smarter decisions today,1,0,0
2025-08-10,CMP-02,email,616,Busy Buyer,Because you’re into time-saving workflows,0,0,0
2025-08-10,CMP-02,email,691,Value Seeker,Unlock your smarter decisions today,1,0,0
2025-08-10,CMP-02,email,238,Loyal Advocate,"Loyal Advocate, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,714,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-10,CMP-02,email,495,Skeptical Researcher,Because you’re into insider access,0,0,0
2025-08-10,CMP-02,email,34,Busy Buyer,Unlock your time-saving workflows today,0,0,0
2025-08-10,CMP-02,email,771,Busy Buyer,Because you’re into time-saving workflows,0,0,0
2025-08-10,CMP-02,email,948,Loyal Advocate,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,456,Value Seeker,Smarter faster onboarding starts here,0,0,0
2025-08-10,CMP-02,email,982,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-10,CMP-02,email,254,Value Seeker,Because you’re into faster onboarding,0,0,0
2025-08-10,CMP-02,email,1146,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,335,Skeptical Researcher,Smarter faster onboarding starts here,0,0,0
2025-08-10,CMP-02,email,57,Value Seeker,Because you’re into smarter decisions,0,0,0
2025-08-10,CMP-02,email,74,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,151,Loyal Advocate,"Loyal Advocate, your weekly insider brief",1,0,1
2025-08-10,CMP-02,email,631,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-10,CMP-02,email,108,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-10,CMP-02,email,721,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,183,Value Seeker,Unlock your faster onboarding today,0,0,0
2025-08-10,CMP-02,email,349,Busy Buyer,Because you’re into insider access,0,0,0
2025-08-10,CMP-02,email,216,Loyal Advocate,We picked these just for you,1,0,0
2025-08-10,CMP-02,email,1052,Busy Buyer,We picked these just for you,1,0,0
2025-08-10,CMP-02,email,334,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,1184,Loyal Advocate,Smarter exclusive savings starts here,0,0,0
2025-08-10,CMP-02,email,946,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,625,Value Seeker,Smarter faster onboarding starts here,0,0,0
2025-08-10,CMP-02,email,132,Loyal Advocate,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,872,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,972,Loyal Advocate,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,419,Skeptical Researcher,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,144,Loyal Advocate,"Loyal Advocate, your weekly insider brief",1,1,0
2025-08-10,CMP-02,email,225,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,157,Loyal Advocate,"Loyal Advocate, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,1006,Loyal Advocate,Because you’re into time-saving workflows,0,0,0
2025-08-10,CMP-02,email,386,Loyal Advocate,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,48,Loyal Advocate,Smarter smarter decisions starts here,1,0,0
2025-08-10,CMP-02,email,811,Busy Buyer,Smarter smarter decisions starts here,0,0,0
2025-08-10,CMP-02,email,738,Busy Buyer,Unlock your faster onboarding today,1,0,0
2025-08-10,CMP-02,email,873,Busy Buyer,Smarter insider access starts here,0,0,0
2025-08-10,CMP-02,email,1157,Skeptical Researcher,"Skeptical Researcher, your weekly insider brief",1,0,0
2025-08-10,CMP-02,email,412,Loyal Advocate,Because you’re into smarter decisions,0,0,0
2025-08-10,CMP-02,email,519,Busy Buyer,Smarter faster onboarding starts here,1,0,0
2025-08-10,CMP-02,email,1138,Skeptical Researcher,"Skeptical Researcher, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,36,Busy Buyer,Unlock your faster onboarding today,0,0,0
2025-08-10,CMP-02,email,473,Value Seeker,Smarter smarter decisions starts here,1,0,0
2025-08-10,CMP-02,email,137,Value Seeker,Smarter smarter decisions starts here,1,0,0
2025-08-10,CMP-02,email,194,Loyal Advocate,"Loyal Advocate, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,6,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-10,CMP-02,email,343,Busy Buyer,Unlock your insider access today,0,0,0
2025-08-10,CMP-02,email,545,Value Seeker,Because you’re into exclusive savings,0,0,0
2025-08-10,CMP-02,email,997,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,703,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,511,Busy Buyer,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,466,Loyal Advocate,A quick tip for Loyal Advocate,0,0,0
2025-08-10,CMP-02,email,498,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,652,Skeptical Researcher,Unlock your exclusive savings today,1,0,0
2025-08-10,CMP-02,email,102,Value Seeker,Because you’re into insider access,0,0,0
2025-08-10,CMP-02,email,732,Busy Buyer,Smarter exclusive savings starts here,0,0,0
2025-08-10,CMP-02,email,134,Loyal Advocate,We picked these just for you,1,0,0
2025-08-10,CMP-02,email,939,Busy Buyer,Because you’re into exclusive savings,0,0,0
2025-08-10,CMP-02,email,530,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,723,Skeptical Researcher,Unlock your faster onboarding today,0,0,0
2025-08-10,CMP-02,email,931,Value Seeker,Unlock your insider access today,0,0,0
2025-08-10,CMP-02,email,762,Loyal Advocate,We picked these just for you,1,0,0
2025-08-10,CMP-02,email,681,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,1004,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,117,Skeptical Researcher,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,207,Busy Buyer,Smarter time-saving workflows starts here,0,0,0
2025-08-10,CMP-02,email,226,Loyal Advocate,A quick tip for Loyal Advocate,1,0,0
2025-08-10,CMP-02,email,461,Loyal Advocate,Smarter exclusive savings starts here,0,0,0
2025-08-10,CMP-02,email,542,Loyal Advocate,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,306,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,497,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,230,Skeptical Researcher,Because you’re into faster onboarding,0,0,0
2025-08-10,CMP-02,email,984,Value Seeker,Unlock your insider access today,0,0,0
2025-08-10,CMP-02,email,112,Busy Buyer,Because you’re into insider access,1,0,0
2025-08-10,CMP-02,email,824,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,554,Skeptical Researcher,Because you’re into exclusive savings,0,0,0
2025-08-10,CMP-02,email,377,Value Seeker,Unlock your faster onboarding today,0,0,0
2025-08-10,CMP-02,email,963,Loyal Advocate,"Loyal Advocate, your weekly insider brief",1,0,0
2025-08-10,CMP-02,email,55,Busy Buyer,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,701,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,339,Skeptical Researcher,Smarter smarter decisions starts here,0,0,0
2025-08-10,CMP-02,email,472,Busy Buyer,Unlock your faster onboarding today,0,0,0
2025-08-10,CMP-02,email,1033,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-10,CMP-02,email,94,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,591,Busy Buyer,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,76,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-10,CMP-02,email,717,Value Seeker,"Value Seeker, your weekly insider brief",1,0,0
2025-08-10,CMP-02,email,1049,Busy Buyer,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,749,Value Seeker,Unlock your faster onboarding today,0,0,0
2025-08-10,CMP-02,email,612,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,781,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,374,Busy Buyer,Unlock your smarter decisions today,0,0,0
2025-08-10,CMP-02,email,560,Busy Buyer,Smarter faster onboarding starts here,0,0,0
2025-08-10,CMP-02,email,493,Skeptical Researcher,"Skeptical Researcher, your weekly insider brief",1,0,0
2025-08-10,CMP-02,email,462,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,751,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,308,Loyal Advocate,Smarter faster onboarding starts here,0,0,0
2025-08-10,CMP-02,email,366,Busy Buyer,"Busy Buyer, your weekly insider brief",1,0,0
2025-08-10,CMP-02,email,21,Skeptical Researcher,A quick tip for Skeptical Researcher,0,0,0
2025-08-10,CMP-02,email,707,Loyal Advocate,"Loyal Advocate, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,251,Busy Buyer,Smarter time-saving workflows starts here,0,0,0
2025-08-10,CMP-02,email,1068,Busy Buyer,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,584,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,802,Loyal Advocate,Smarter exclusive savings starts here,1,0,0
2025-08-10,CMP-02,email,893,Busy Buyer,Because you’re into faster onboarding,0,0,0
2025-08-10,CMP-02,email,760,Skeptical Researcher,Because you’re into faster onboarding,0,0,0
2025-08-10,CMP-02,email,67,Skeptical Researcher,A quick tip for Skeptical Researcher,0,0,0
2025-08-10,CMP-02,email,305,Skeptical Researcher,Smarter faster onboarding starts here,0,0,0
2025-08-10,CMP-02,email,593,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,80,Value Seeker,Smarter insider access starts here,0,0,0
2025-08-10,CMP-02,email,742,Loyal Advocate,"Loyal Advocate, your weekly insider brief",1,0,0
2025-08-10,CMP-02,email,667,Busy Buyer,Unlock your faster onboarding today,1,1,0
2025-08-10,CMP-02,email,246,Busy Buyer,Smarter exclusive savings starts here,1,0,0
2025-08-10,CMP-02,email,700,Busy Buyer,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,33,Loyal Advocate,Because you’re into time-saving workflows,0,0,0
2025-08-10,CMP-02,email,405,Skeptical Researcher,A quick tip for Skeptical Researcher,1,0,0
2025-08-10,CMP-02,email,485,Value Seeker,Smarter time-saving workflows starts here,0,0,0
2025-08-10,CMP-02,email,176,Value Seeker,Unlock your insider access today,0,0,0
2025-08-10,CMP-02,email,360,Busy Buyer,Smarter insider access starts here,0,0,0
2025-08-10,CMP-02,email,662,Skeptical Researcher,"Skeptical Researcher, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,975,Skeptical Researcher,Smarter exclusive savings starts here,0,0,0
2025-08-10,CMP-02,email,603,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,941,Value Seeker,Smarter smarter decisions starts here,0,0,0
2025-08-10,CMP-02,email,9,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-10,CMP-02,email,480,Busy Buyer,Because you’re into insider access,1,0,0
2025-08-10,CMP-02,email,284,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-10,CMP-02,email,892,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,587,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,676,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,1027,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,1119,Busy Buyer,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,1127,Loyal Advocate,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,776,Busy Buyer,Smarter insider access starts here,1,0,0
2025-08-10,CMP-02,email,936,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,992,Loyal Advocate,Because you’re into smarter decisions,1,0,0
2025-08-10,CMP-02,email,175,Busy Buyer,"Busy Buyer, your weekly insider brief",1,0,0
2025-08-10,CMP-02,email,27,Skeptical Researcher,Smarter exclusive savings starts here,0,0,0
2025-08-10,CMP-02,email,1011,Skeptical Researcher,"Skeptical Researcher, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,143,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,780,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-10,CMP-02,email,1161,Busy Buyer,Because you’re into smarter decisions,0,0,0
2025-08-10,CMP-02,email,231,Value Seeker,A quick tip for Value Seeker,1,0,0
2025-08-10,CMP-02,email,330,Skeptical Researcher,Unlock your exclusive savings today,0,0,0
2025-08-10,CMP-02,email,861,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,684,Value Seeker,Unlock your time-saving workflows today,0,0,0
2025-08-10,CMP-02,email,487,Skeptical Researcher,Because you’re into time-saving workflows,0,0,0
2025-08-10,CMP-02,email,258,Busy Buyer,Because you’re into exclusive savings,1,0,0
2025-08-10,CMP-02,email,323,Busy Buyer,Because you’re into insider access,0,0,0
2025-08-10,CMP-02,email,904,Value Seeker,Because you’re into time-saving workflows,0,0,0
2025-08-10,CMP-02,email,155,Busy Buyer,Because you’re into faster onboarding,0,0,0
2025-08-10,CMP-02,email,406,Busy Buyer,Unlock your smarter decisions today,0,0,0
2025-08-10,CMP-02,email,1130,Value Seeker,Unlock your faster onboarding today,0,0,0
2025-08-10,CMP-02,email,96,Loyal Advocate,Because you’re into faster onboarding,0,0,0
2025-08-10,CMP-02,email,708,Value Seeker,A quick tip for Value Seeker,1,0,0
2025-08-10,CMP-02,email,269,Skeptical Researcher,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,244,Skeptical Researcher,"Skeptical Researcher, your weekly insider brief",1,0,0
2025-08-10,CMP-02,email,289,Busy Buyer,Unlock your time-saving workflows today,0,0,0
2025-08-10,CMP-02,email,810,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-10,CMP-02,email,922,Value Seeker,Because you’re into time-saving workflows,0,0,0
2025-08-10,CMP-02,email,494,Busy Buyer,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,253,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,582,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,661,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,1177,Value Seeker,Smarter faster onboarding starts here,0,0,0
2025-08-10,CMP-02,email,1180,Value Seeker,Smarter smarter decisions starts here,0,0,0
2025-08-10,CMP-02,email,635,Busy Buyer,Because you’re into faster onboarding,0,0,0
2025-08-10,CMP-02,email,29,Value Seeker,Because you’re into time-saving workflows,0,0,0
2025-08-10,CMP-02,email,1026,Busy Buyer,A quick tip for Busy Buyer,1,0,0
2025-08-10,CMP-02,email,1173,Busy Buyer,Unlock your insider access today,0,0,0
2025-08-10,CMP-02,email,342,Skeptical Researcher,Because you’re into time-saving workflows,0,0,0
2025-08-10,CMP-02,email,1181,Busy Buyer,Unlock your smarter decisions today,0,0,0
2025-08-10,CMP-02,email,122,Loyal Advocate,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,1013,Busy Buyer,Smarter smarter decisions starts here,1,0,0
2025-08-10,CMP-02,email,411,Loyal Advocate,"Loyal Advocate, your weekly insider brief",1,0,0
2025-08-10,CMP-02,email,566,Value Seeker,A quick tip for Value Seeker,1,0,0
2025-08-10,CMP-02,email,783,Value Seeker,Because you’re into time-saving workflows,0,0,0
2025-08-10,CMP-02,email,90,Busy Buyer,"Busy Buyer, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,362,Loyal Advocate,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,388,Busy Buyer,Because you’re into exclusive savings,0,0,0
2025-08-10,CMP-02,email,1019,Busy Buyer,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,163,Value Seeker,Unlock your exclusive savings today,0,0,0
2025-08-10,CMP-02,email,1190,Skeptical Researcher,A quick tip for Skeptical Researcher,1,0,0
2025-08-10,CMP-02,email,99,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,1008,Value Seeker,"Value Seeker, your weekly insider brief",0,0,0
2025-08-10,CMP-02,email,882,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,1092,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,990,Busy Buyer,Smarter exclusive savings starts here,0,0,0
2025-08-10,CMP-02,email,314,Busy Buyer,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,1061,Value Seeker,Because you’re into time-saving workflows,0,0,0
2025-08-10,CMP-02,email,993,Loyal Advocate,A quick tip for Loyal Advocate,1,0,0
2025-08-10,CMP-02,email,418,Loyal Advocate,Unlock your faster onboarding today,1,0,0
2025-08-10,CMP-02,email,875,Busy Buyer,Unlock your insider access today,0,0,0
2025-08-10,CMP-02,email,242,Value Seeker,Because you’re into smarter decisions,0,0,0
2025-08-10,CMP-02,email,93,Busy Buyer,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,474,Busy Buyer,A quick tip for Busy Buyer,0,0,0
2025-08-10,CMP-02,email,515,Value Seeker,Smarter insider access starts here,1,1,0
2025-08-10,CMP-02,email,1191,Value Seeker,A quick tip for Value Seeker,0,0,0
2025-08-10,CMP-02,email,178,Busy Buyer,Smarter faster onboarding starts here,0,0,0
2025-08-10,CMP-02,email,1125,Busy Buyer,Because you’re into exclusive savings,0,0,0
2025-08-10,CMP-02,email,329,Busy Buyer,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,563,Value Seeker,We picked these just for you,0,0,0
2025-08-10,CMP-02,email,81,Skeptical Researcher,Because you’re into time-saving workflows,0,0,0
